Shape,Flour Type,Weight,Function Type,Ingredients,Icing Type,Filling,Dietary Preference,Color Theme,Toppings,Cake Layers,Texture,Sweetness Level,Decorations,Serving Size,Price Range,Allergens,Shelf Life
Rectangle,Pistachio,1.5kg,Wedding,"Ganache, Nuts, Fondant, Cream Cheese, Chocolate",Cream Cheese Frosting,Vanilla Custard,Keto-Friendly,Silver,"Fruits, Marshmallows",Double,Moist,Low,Gold Leaf,Large,Budget,Dairy,3 Days
Round,Carrot,5kg,Birthday,"Ganache, Nuts",Buttercream,Strawberry Jam,Keto-Friendly,Bright,"Edible Flowers, Nuts",Multi-Tier,Fluffy,Medium,Edible Glitter,Party Size,Premium,"Dairy, Nuts",Custom
Oval,Pistachio,2.5kg,Graduation,"Buttercream, Chocolate, Fondant, Nuts",Royal Icing,Nutella,Sugar-Free,Silver,"Edible Flowers, Sprinkles, Fruits",Single,Crispy,High,"Gold Leaf, Fondant Figures, Candied Fruits",Small,Luxury,"Gluten, None",1 Week
Rectangle,Pistachio,0.5kg,Baby Shower,"Fondant, Caramel, Buttercream",Ganache,Nutella,Eggless,Silver,"Sprinkles, Caramel Drizzle, Nuts",Multi-Tier,Moist,High,"Chocolate Shavings, Edible Glitter, Gold Leaf",Small,Standard,None,1 Week
Hexagon,Pistachio,2kg,Engagement,"Caramel, Chocolate, Mousse",Buttercream,Fruit Compote,Gluten-Free,Dark,"Edible Flowers, Caramel Drizzle",Double,Dense,Medium,"Piping Art, Fondant Figures",Medium,Premium,"Soy, Gluten",3 Days
Rectangle,Chocolate,2kg,Wedding,"Cream Cheese, Buttercream",Cream Cheese Frosting,Chocolate,Keto-Friendly,Bright,Sprinkles,Double,Soft,High,"Chocolate Shavings, Gold Leaf, Fondant Figures",Small,Budget,"Nuts, Soy",1 Week
Rectangle,Gluten-Free,Custom,Engagement,"Fondant, Cream Cheese, Fruits, Chocolate",Whipped Cream,Vanilla Custard,Low-Carb,Monochrome,"Nuts, Fruits",Double,Dense,Medium,Piping Art,Medium,Luxury,Soy,1 Week
Hexagon,Almond,5kg,Wedding,"Nuts, Buttercream, Fruits",Cream Cheese Frosting,Chocolate,Sugar-Free,Monochrome,"Sprinkles, Caramel Drizzle, Edible Flowers",Single,Moist,High,"Fondant Figures, Gold Leaf, Candied Fruits",Large,Standard,Dairy,1 Day
Hexagon,Chocolate,4kg,Engagement,"Ganache, Nuts",Buttercream,Fruit Compote,Keto-Friendly,Gold,Chocolate Chips,Double,Fluffy,Medium,"Fondant Figures, Edible Glitter",Large,Premium,Nuts,1 Week
Dome,Pistachio,5kg,Baby Shower,"Fruits, Mousse, Cream Cheese",Whipped Cream,Chocolate,Gluten-Free,Pastel,Edible Flowers,Single,Fluffy,Low,"Chocolate Shavings, Piping Art",Party Size,Luxury,"Soy, Nuts",1 Week
Round,Almond,2kg,Graduation,"Fondant, Mousse, Cream Cheese, Chocolate",Whipped Cream,Strawberry Jam,Eggless,Bright,"Sprinkles, Nuts",Multi-Tier,Dense,Extra Sweet,"Gold Leaf, Fondant Figures",Medium,Luxury,Gluten,Custom
Hexagon,Almond,0.5kg,Corporate,"Chocolate, Cream Cheese, Fruits, Nuts, Ganache",Ganache,Caramel,Gluten-Free,Rainbow,Chocolate Chips,Single,Dense,Extra Sweet,"Piping Art, Gold Leaf",Medium,Standard,Dairy,3 Days
Tiered,Vanilla,1.5kg,Festival,"Ganache, Fondant, Caramel",Ganache,Strawberry Jam,Keto-Friendly,Monochrome,"Caramel Drizzle, Fruits, Edible Flowers",Multi-Tier,Moist,Medium,"Gold Leaf, Edible Glitter, Chocolate Shavings",Large,Standard,Gluten,1 Week
Round,Chocolate,4kg,Baby Shower,"Caramel, Cream Cheese, Chocolate, Nuts",Cream Cheese Frosting,Caramel,Keto-Friendly,Rainbow,"Sprinkles, Edible Flowers, Caramel Drizzle",Multi-Tier,Soft,High,"Chocolate Shavings, Fondant Figures, Edible Glitter",Party Size,Standard,"Dairy, Gluten",1 Day
Heart,Coconut,3kg,Corporate,"Buttercream, Cream Cheese, Fondant, Chocolate",Cream Cheese Frosting,Vanilla Custard,Low-Carb,Pastel,"Edible Flowers, Chocolate Chips, Marshmallows",Multi-Tier,Crispy,Low,"Candied Fruits, Edible Glitter",Large,Premium,"Soy, Dairy",3 Days
Hexagon,Pistachio,Custom,Graduation,"Ganache, Buttercream, Fruits",Buttercream,Caramel,Vegan,Dark,"Chocolate Chips, Marshmallows, Sprinkles",Multi-Tier,Moist,Extra Sweet,"Fondant Figures, Gold Leaf",Medium,Standard,"Dairy, Nuts",1 Week
Hexagon,Marble,1kg,Festival,"Ganache, Fondant, Cream Cheese, Fruits",Buttercream,Chocolate,Eggless,Monochrome,Sprinkles,Double,Moist,Low,Chocolate Shavings,Medium,Premium,Soy,3 Days
Hexagon,Chocolate,0.5kg,Engagement,"Buttercream, Chocolate",Fondant,Chocolate,Sugar-Free,Bright,"Marshmallows, Chocolate Chips",Single,Fluffy,Low,"Chocolate Shavings, Edible Glitter, Fondant Figures",Small,Premium,Nuts,1 Week
Round,Gluten-Free,5kg,Anniversary,"Cream Cheese, Chocolate, Ganache, Caramel",Fondant,Fruit Compote,Gluten-Free,Gold,Edible Flowers,Single,Dense,Low,"Fondant Figures, Chocolate Shavings, Candied Fruits",Party Size,Luxury,"None, Gluten",Custom
Hexagon,Gluten-Free,5kg,Birthday,"Mousse, Buttercream, Fruits, Chocolate",Whipped Cream,Strawberry Jam,Sugar-Free,Bright,"Nuts, Caramel Drizzle, Edible Flowers",Multi-Tier,Soft,High,"Edible Glitter, Chocolate Shavings",Medium,Budget,Gluten,1 Day
Rectangle,Chocolate,Custom,Engagement,"Fondant, Ganache, Fruits, Chocolate",Royal Icing,Nutella,Gluten-Free,Bright,"Edible Flowers, Sprinkles, Fruits",Multi-Tier,Moist,Extra Sweet,"Piping Art, Fondant Figures, Chocolate Shavings",Small,Luxury,"None, Dairy",1 Week
Hexagon,Vanilla,1.5kg,Birthday,"Fondant, Mousse, Fruits, Nuts",Cream Cheese Frosting,Vanilla Custard,Eggless,Monochrome,Fruits,Multi-Tier,Soft,Extra Sweet,"Candied Fruits, Fondant Figures",Medium,Premium,Soy,1 Week
Rectangle,Red Velvet,3kg,Wedding,"Chocolate, Fondant, Fruits, Cream Cheese, Caramel",Whipped Cream,Raspberry Mousse,Sugar-Free,Monochrome,"Marshmallows, Nuts",Multi-Tier,Dense,Extra Sweet,Gold Leaf,Small,Luxury,Nuts,Custom
Square,Vanilla,2kg,Festival,"Chocolate, Ganache",Whipped Cream,Fruit Compote,Vegan,Bright,"Fruits, Nuts, Caramel Drizzle",Double,Moist,Extra Sweet,Piping Art,Party Size,Luxury,Nuts,1 Week
Oval,Almond,4kg,Birthday,"Fruits, Buttercream, Mousse",Ganache,Raspberry Mousse,Eggless,Monochrome,"Nuts, Chocolate Chips",Double,Moist,Extra Sweet,"Chocolate Shavings, Piping Art, Gold Leaf",Party Size,Luxury,"Dairy, Nuts",1 Day
Hexagon,Marble,1.5kg,Engagement,"Nuts, Fondant, Mousse",Royal Icing,Caramel,Regular,Bright,"Sprinkles, Edible Flowers",Multi-Tier,Dense,High,"Candied Fruits, Piping Art, Chocolate Shavings",Party Size,Premium,Gluten,1 Week
Rectangle,Coconut,5kg,Wedding,"Mousse, Nuts, Cream Cheese",Whipped Cream,Chocolate,Gluten-Free,Bright,Edible Flowers,Multi-Tier,Moist,High,Edible Glitter,Party Size,Standard,Gluten,1 Week
Heart,Marble,2.5kg,Festival,"Fondant, Buttercream, Caramel, Ganache",Royal Icing,Raspberry Mousse,Keto-Friendly,Silver,Fruits,Multi-Tier,Soft,High,Edible Glitter,Medium,Luxury,Soy,1 Day
Dome,Pistachio,Custom,Corporate,"Caramel, Fondant, Mousse",Buttercream,Chocolate,Sugar-Free,Monochrome,"Marshmallows, Sprinkles",Double,Crispy,Extra Sweet,"Chocolate Shavings, Edible Glitter",Small,Luxury,"None, Gluten",1 Week
Dome,Pistachio,5kg,Graduation,"Mousse, Chocolate, Ganache, Cream Cheese",Whipped Cream,Caramel,Keto-Friendly,Silver,"Sprinkles, Chocolate Chips, Nuts",Double,Moist,High,Edible Glitter,Small,Budget,"Soy, None",Custom
Square,Gluten-Free,Custom,Festival,"Nuts, Buttercream, Fruits, Caramel",Cream Cheese Frosting,Fruit Compote,Eggless,Bright,"Chocolate Chips, Sprinkles, Nuts",Multi-Tier,Dense,Medium,Gold Leaf,Small,Standard,Nuts,Custom
Rectangle,Carrot,1kg,Anniversary,"Buttercream, Ganache, Mousse, Chocolate, Caramel",Ganache,Nutella,Vegan,Monochrome,Chocolate Chips,Multi-Tier,Crispy,Medium,Fondant Figures,Party Size,Luxury,"Soy, Gluten",1 Day
Square,Vanilla,Custom,Wedding,"Caramel, Nuts, Chocolate, Cream Cheese",Ganache,Vanilla Custard,Gluten-Free,Silver,"Edible Flowers, Sprinkles",Multi-Tier,Crispy,Extra Sweet,"Fondant Figures, Edible Glitter",Party Size,Standard,Gluten,3 Days
Hexagon,Chocolate,1.5kg,Anniversary,"Buttercream, Ganache",Whipped Cream,Caramel,Eggless,Rainbow,"Chocolate Chips, Fruits, Edible Flowers",Double,Crispy,Low,Candied Fruits,Small,Premium,Gluten,1 Week
Hexagon,Carrot,2kg,Birthday,"Fruits, Mousse, Fondant, Ganache",Whipped Cream,Strawberry Jam,Low-Carb,Bright,"Nuts, Sprinkles, Chocolate Chips",Double,Crispy,Medium,"Edible Glitter, Fondant Figures, Piping Art",Small,Luxury,None,1 Day
Hexagon,Chocolate,5kg,Wedding,"Cream Cheese, Mousse, Fondant, Nuts, Ganache",Cream Cheese Frosting,Raspberry Mousse,Eggless,Gold,Fruits,Multi-Tier,Soft,Extra Sweet,Edible Glitter,Medium,Standard,Soy,3 Days
Heart,Red Velvet,2.5kg,Festival,"Cream Cheese, Nuts",Cream Cheese Frosting,Raspberry Mousse,Gluten-Free,Bright,"Caramel Drizzle, Edible Flowers, Fruits",Multi-Tier,Crispy,High,"Chocolate Shavings, Gold Leaf, Piping Art",Medium,Premium,"None, Gluten",3 Days
Oval,Carrot,1kg,Festival,"Caramel, Nuts, Cream Cheese",Fondant,Vanilla Custard,Keto-Friendly,Rainbow,Chocolate Chips,Multi-Tier,Fluffy,Medium,"Fondant Figures, Edible Glitter, Chocolate Shavings",Medium,Premium,Dairy,1 Week
Rectangle,Gluten-Free,5kg,Engagement,"Caramel, Fruits, Chocolate, Mousse, Nuts",Buttercream,Chocolate,Gluten-Free,Bright,Edible Flowers,Single,Fluffy,High,Fondant Figures,Small,Luxury,"Gluten, Soy",Custom
Round,Carrot,1.5kg,Wedding,"Fondant, Chocolate, Ganache, Nuts",Fondant,Raspberry Mousse,Sugar-Free,Pastel,Fruits,Double,Dense,High,"Edible Glitter, Piping Art, Candied Fruits",Party Size,Standard,"Soy, None",Custom
Hexagon,Red Velvet,0.5kg,Corporate,"Caramel, Fondant",Cream Cheese Frosting,Fruit Compote,Eggless,Silver,"Marshmallows, Caramel Drizzle",Multi-Tier,Moist,Low,"Chocolate Shavings, Edible Glitter, Fondant Figures",Large,Luxury,"Gluten, Nuts",1 Week
Star,Pistachio,2.5kg,Graduation,"Mousse, Fondant, Buttercream, Fruits",Cream Cheese Frosting,Nutella,Eggless,Dark,"Nuts, Caramel Drizzle, Marshmallows",Single,Fluffy,Extra Sweet,"Piping Art, Fondant Figures, Candied Fruits",Large,Standard,Nuts,1 Day
Heart,Red Velvet,3kg,Baby Shower,"Buttercream, Mousse, Ganache",Ganache,Nutella,Regular,Bright,Marshmallows,Single,Dense,Medium,"Edible Glitter, Piping Art",Large,Luxury,"Dairy, Soy",3 Days
Star,Carrot,5kg,Anniversary,"Cream Cheese, Mousse, Caramel, Buttercream",Whipped Cream,Caramel,Sugar-Free,Dark,"Caramel Drizzle, Edible Flowers",Single,Dense,Extra Sweet,"Fondant Figures, Piping Art, Gold Leaf",Party Size,Standard,"None, Soy",1 Day
Round,Pistachio,4kg,Anniversary,"Caramel, Ganache, Chocolate, Buttercream",Ganache,Nutella,Low-Carb,Rainbow,Edible Flowers,Multi-Tier,Crispy,Low,Piping Art,Medium,Luxury,"None, Gluten",Custom
Round,Vanilla,0.5kg,Anniversary,"Cream Cheese, Ganache, Mousse, Caramel, Fondant",Buttercream,Vanilla Custard,Gluten-Free,Silver,"Nuts, Edible Flowers, Chocolate Chips",Double,Crispy,Extra Sweet,"Gold Leaf, Candied Fruits",Medium,Premium,"Soy, Gluten",1 Week
Star,Pistachio,Custom,Corporate,"Ganache, Chocolate, Cream Cheese",Royal Icing,Raspberry Mousse,Low-Carb,Pastel,"Chocolate Chips, Caramel Drizzle, Fruits",Double,Fluffy,Medium,"Chocolate Shavings, Edible Glitter",Large,Standard,"Nuts, None",1 Week
Hexagon,Almond,5kg,Corporate,"Nuts, Caramel, Fruits",Ganache,Fruit Compote,Sugar-Free,Monochrome,"Caramel Drizzle, Marshmallows",Single,Dense,Low,"Chocolate Shavings, Candied Fruits",Small,Budget,Nuts,3 Days
Star,Red Velvet,4kg,Festival,"Chocolate, Nuts",Whipped Cream,Vanilla Custard,Gluten-Free,Gold,"Caramel Drizzle, Edible Flowers",Double,Fluffy,High,"Edible Glitter, Fondant Figures, Gold Leaf",Large,Premium,"Soy, Dairy",1 Week
Dome,Carrot,2.5kg,Engagement,"Nuts, Fondant, Chocolate, Ganache, Buttercream",Buttercream,Strawberry Jam,Low-Carb,Silver,"Caramel Drizzle, Edible Flowers, Sprinkles",Double,Fluffy,Medium,"Candied Fruits, Fondant Figures",Medium,Premium,Gluten,1 Week
Square,Chocolate,2kg,Engagement,"Nuts, Mousse",Royal Icing,Fruit Compote,Sugar-Free,Bright,"Edible Flowers, Marshmallows, Chocolate Chips",Multi-Tier,Fluffy,High,Fondant Figures,Large,Budget,"Gluten, Nuts",1 Week
Rectangle,Red Velvet,Custom,Graduation,"Cream Cheese, Nuts, Buttercream",Cream Cheese Frosting,Nutella,Keto-Friendly,Dark,Nuts,Double,Moist,High,"Candied Fruits, Chocolate Shavings",Large,Luxury,Gluten,Custom
Hexagon,Almond,4kg,Graduation,"Cream Cheese, Caramel, Ganache, Nuts",Fondant,Chocolate,Low-Carb,Pastel,Edible Flowers,Double,Crispy,Extra Sweet,"Candied Fruits, Gold Leaf",Large,Premium,Soy,3 Days
Square,Carrot,5kg,Graduation,"Ganache, Nuts, Cream Cheese",Cream Cheese Frosting,Vanilla Custard,Regular,Pastel,"Sprinkles, Edible Flowers",Multi-Tier,Dense,Medium,"Edible Glitter, Candied Fruits, Piping Art",Large,Premium,Dairy,Custom
Tiered,Coconut,Custom,Baby Shower,"Chocolate, Mousse, Fruits, Caramel, Nuts",Cream Cheese Frosting,Strawberry Jam,Gluten-Free,Rainbow,"Caramel Drizzle, Nuts",Multi-Tier,Dense,Low,"Piping Art, Candied Fruits",Small,Budget,"Soy, Nuts",3 Days
Dome,Gluten-Free,1.5kg,Graduation,"Caramel, Nuts",Whipped Cream,Vanilla Custard,Regular,Rainbow,"Chocolate Chips, Fruits, Sprinkles",Single,Soft,High,"Piping Art, Edible Glitter, Gold Leaf",Small,Budget,Gluten,1 Day
Hexagon,Carrot,4kg,Corporate,"Caramel, Fondant, Nuts",Royal Icing,Fruit Compote,Low-Carb,Dark,Fruits,Single,Soft,Extra Sweet,"Chocolate Shavings, Fondant Figures",Small,Luxury,Dairy,Custom
Oval,Coconut,0.5kg,Corporate,"Mousse, Ganache, Chocolate",Cream Cheese Frosting,Strawberry Jam,Gluten-Free,Gold,Nuts,Double,Crispy,Extra Sweet,Candied Fruits,Party Size,Premium,Gluten,3 Days
Oval,Coconut,5kg,Engagement,"Mousse, Caramel, Cream Cheese, Chocolate, Buttercream",Whipped Cream,Fruit Compote,Gluten-Free,Rainbow,"Caramel Drizzle, Edible Flowers, Fruits",Double,Soft,Low,"Chocolate Shavings, Edible Glitter",Medium,Standard,Nuts,1 Week
Star,Marble,4kg,Baby Shower,"Buttercream, Mousse",Buttercream,Fruit Compote,Eggless,Rainbow,"Fruits, Chocolate Chips, Sprinkles",Double,Fluffy,Medium,"Edible Glitter, Gold Leaf",Large,Budget,Soy,1 Day
Oval,Pistachio,1.5kg,Anniversary,"Cream Cheese, Fruits, Mousse, Caramel, Chocolate",Fondant,Fruit Compote,Regular,Pastel,"Fruits, Caramel Drizzle, Edible Flowers",Multi-Tier,Soft,Extra Sweet,"Piping Art, Fondant Figures, Edible Glitter",Party Size,Budget,Soy,Custom
Hexagon,Gluten-Free,2.5kg,Baby Shower,"Mousse, Caramel",Buttercream,Vanilla Custard,Keto-Friendly,Bright,Caramel Drizzle,Multi-Tier,Moist,High,"Fondant Figures, Piping Art",Small,Budget,"Dairy, None",1 Day
Dome,Gluten-Free,2kg,Birthday,"Buttercream, Fondant, Chocolate, Nuts, Fruits",Cream Cheese Frosting,Strawberry Jam,Keto-Friendly,Gold,Edible Flowers,Single,Soft,Medium,"Chocolate Shavings, Piping Art",Medium,Premium,Dairy,Custom
Dome,Pistachio,1.5kg,Birthday,"Mousse, Cream Cheese, Fruits",Fondant,Nutella,Regular,Pastel,"Sprinkles, Chocolate Chips, Caramel Drizzle",Double,Dense,Extra Sweet,"Candied Fruits, Fondant Figures",Party Size,Standard,"Dairy, None",1 Day
Star,Pistachio,0.5kg,Birthday,"Nuts, Ganache",Whipped Cream,Nutella,Eggless,Pastel,"Sprinkles, Chocolate Chips",Multi-Tier,Moist,High,"Piping Art, Edible Glitter, Chocolate Shavings",Small,Luxury,Gluten,1 Day
Round,Red Velvet,1kg,Anniversary,"Fondant, Cream Cheese, Fruits, Caramel, Mousse",Whipped Cream,Chocolate,Regular,Silver,"Fruits, Marshmallows",Multi-Tier,Fluffy,High,"Chocolate Shavings, Edible Glitter",Large,Premium,Soy,Custom
Star,Marble,4kg,Baby Shower,"Cream Cheese, Chocolate",Ganache,Nutella,Sugar-Free,Pastel,Chocolate Chips,Double,Soft,Medium,"Piping Art, Edible Glitter",Large,Standard,"Dairy, None",1 Week
Rectangle,Red Velvet,4kg,Birthday,"Mousse, Ganache",Whipped Cream,Nutella,Vegan,Gold,Marshmallows,Double,Dense,High,"Chocolate Shavings, Candied Fruits",Medium,Budget,"Soy, Gluten",Custom
Heart,Coconut,Custom,Baby Shower,"Ganache, Nuts, Cream Cheese, Fondant",Whipped Cream,Strawberry Jam,Sugar-Free,Bright,"Chocolate Chips, Sprinkles",Single,Crispy,Low,"Candied Fruits, Fondant Figures",Large,Premium,"Nuts, Soy",Custom
Oval,Coconut,Custom,Graduation,"Chocolate, Ganache, Cream Cheese, Caramel, Nuts",Buttercream,Fruit Compote,Vegan,Dark,"Sprinkles, Caramel Drizzle, Marshmallows",Single,Moist,Low,"Chocolate Shavings, Fondant Figures, Candied Fruits",Medium,Luxury,"Soy, Nuts",1 Week
Oval,Pistachio,Custom,Festival,"Chocolate, Buttercream, Fruits, Nuts, Ganache",Ganache,Fruit Compote,Vegan,Rainbow,"Fruits, Nuts, Edible Flowers",Double,Soft,Medium,"Chocolate Shavings, Fondant Figures",Party Size,Premium,"Gluten, Dairy",1 Week
Square,Chocolate,2kg,Graduation,"Fondant, Chocolate",Ganache,Chocolate,Regular,Dark,"Caramel Drizzle, Marshmallows",Single,Soft,Medium,Piping Art,Medium,Standard,Gluten,1 Week
Square,Gluten-Free,1.5kg,Engagement,"Fruits, Mousse, Fondant, Chocolate, Nuts",Fondant,Vanilla Custard,Gluten-Free,Dark,Marshmallows,Double,Fluffy,Low,Gold Leaf,Large,Luxury,Dairy,1 Day
Dome,Marble,5kg,Corporate,"Nuts, Buttercream, Mousse, Fondant",Whipped Cream,Caramel,Keto-Friendly,Monochrome,"Fruits, Marshmallows, Caramel Drizzle",Single,Fluffy,Low,"Piping Art, Edible Glitter",Party Size,Standard,"Dairy, None",1 Day
Round,Coconut,2kg,Baby Shower,"Chocolate, Mousse",Fondant,Fruit Compote,Gluten-Free,Pastel,"Nuts, Fruits",Multi-Tier,Crispy,Medium,"Candied Fruits, Piping Art, Fondant Figures",Party Size,Luxury,Nuts,Custom
Round,Red Velvet,2kg,Corporate,"Buttercream, Chocolate, Fondant, Nuts",Cream Cheese Frosting,Chocolate,Regular,Rainbow,Chocolate Chips,Single,Dense,High,"Gold Leaf, Piping Art",Medium,Luxury,Nuts,Custom
Round,Red Velvet,3kg,Engagement,"Mousse, Nuts",Cream Cheese Frosting,Caramel,Low-Carb,Rainbow,"Edible Flowers, Marshmallows",Double,Fluffy,High,"Edible Glitter, Candied Fruits",Medium,Premium,"Nuts, Soy",3 Days
Square,Red Velvet,5kg,Engagement,"Fondant, Fruits, Buttercream, Mousse, Caramel",Cream Cheese Frosting,Strawberry Jam,Low-Carb,Dark,"Chocolate Chips, Caramel Drizzle, Fruits",Single,Moist,Low,Edible Glitter,Large,Standard,None,3 Days
Rectangle,Coconut,Custom,Birthday,"Cream Cheese, Caramel, Ganache, Fruits",Buttercream,Fruit Compote,Keto-Friendly,Monochrome,Marshmallows,Single,Moist,Low,Gold Leaf,Small,Budget,"Dairy, None",Custom
Tiered,Almond,0.5kg,Birthday,"Fondant, Ganache, Nuts, Caramel",Fondant,Strawberry Jam,Vegan,Gold,Edible Flowers,Single,Moist,Medium,Edible Glitter,Small,Luxury,None,1 Day
Hexagon,Red Velvet,3kg,Wedding,"Fruits, Caramel, Buttercream, Chocolate, Fondant",Fondant,Fruit Compote,Low-Carb,Bright,"Caramel Drizzle, Nuts, Fruits",Multi-Tier,Crispy,Low,Gold Leaf,Large,Premium,Dairy,1 Day
Dome,Vanilla,Custom,Baby Shower,"Chocolate, Fruits, Mousse",Whipped Cream,Chocolate,Vegan,Monochrome,"Chocolate Chips, Nuts, Fruits",Double,Dense,Low,"Candied Fruits, Fondant Figures",Medium,Premium,None,1 Day
Round,Gluten-Free,2kg,Festival,"Fondant, Cream Cheese, Mousse, Nuts",Fondant,Fruit Compote,Sugar-Free,Rainbow,"Nuts, Marshmallows",Double,Moist,Medium,"Edible Glitter, Candied Fruits",Party Size,Premium,Nuts,1 Day
Square,Pistachio,2.5kg,Birthday,"Cream Cheese, Buttercream, Ganache, Caramel, Mousse",Royal Icing,Chocolate,Vegan,Silver,Sprinkles,Double,Dense,Extra Sweet,"Candied Fruits, Chocolate Shavings, Fondant Figures",Party Size,Standard,"None, Dairy",3 Days
Dome,Almond,Custom,Engagement,"Buttercream, Nuts, Cream Cheese, Mousse",Ganache,Vanilla Custard,Eggless,Rainbow,Sprinkles,Double,Moist,Low,"Gold Leaf, Piping Art",Party Size,Standard,"Gluten, Soy",1 Day
Tiered,Almond,2.5kg,Wedding,"Chocolate, Caramel, Cream Cheese",Whipped Cream,Raspberry Mousse,Keto-Friendly,Gold,"Marshmallows, Fruits, Chocolate Chips",Multi-Tier,Fluffy,Extra Sweet,"Edible Glitter, Candied Fruits, Chocolate Shavings",Medium,Budget,"None, Dairy",3 Days
Heart,Gluten-Free,2kg,Anniversary,"Nuts, Cream Cheese",Fondant,Nutella,Regular,Gold,"Nuts, Sprinkles",Single,Crispy,Extra Sweet,"Piping Art, Chocolate Shavings, Gold Leaf",Small,Standard,"Nuts, Gluten",1 Week
Hexagon,Vanilla,1.5kg,Anniversary,"Mousse, Cream Cheese",Ganache,Nutella,Sugar-Free,Monochrome,Caramel Drizzle,Single,Fluffy,Medium,"Edible Glitter, Fondant Figures, Chocolate Shavings",Medium,Luxury,Nuts,1 Week
Rectangle,Almond,3kg,Corporate,"Mousse, Fruits, Buttercream, Nuts",Royal Icing,Raspberry Mousse,Vegan,Gold,"Fruits, Marshmallows, Chocolate Chips",Multi-Tier,Dense,Extra Sweet,"Candied Fruits, Piping Art",Medium,Premium,"Dairy, None",1 Week
Dome,Almond,1kg,Engagement,"Ganache, Cream Cheese, Fruits, Fondant, Mousse",Ganache,Nutella,Eggless,Monochrome,"Marshmallows, Fruits, Edible Flowers",Multi-Tier,Crispy,Medium,"Gold Leaf, Fondant Figures, Piping Art",Party Size,Luxury,Soy,Custom
Square,Almond,1.5kg,Anniversary,"Ganache, Chocolate, Fondant, Mousse, Buttercream",Cream Cheese Frosting,Caramel,Low-Carb,Monochrome,"Nuts, Edible Flowers",Multi-Tier,Fluffy,High,Chocolate Shavings,Party Size,Budget,"Soy, Dairy",1 Day
Hexagon,Marble,1kg,Birthday,"Ganache, Nuts, Chocolate, Mousse",Fondant,Vanilla Custard,Eggless,Pastel,Fruits,Double,Crispy,Extra Sweet,"Chocolate Shavings, Gold Leaf",Medium,Budget,"Soy, Gluten",3 Days
Heart,Carrot,Custom,Birthday,"Fruits, Caramel, Fondant",Royal Icing,Raspberry Mousse,Sugar-Free,Monochrome,"Nuts, Fruits",Double,Soft,Extra Sweet,"Gold Leaf, Chocolate Shavings, Piping Art",Medium,Standard,"Gluten, None",1 Day
Star,Gluten-Free,3kg,Baby Shower,"Mousse, Ganache, Nuts, Buttercream, Caramel",Royal Icing,Chocolate,Regular,Dark,Nuts,Double,Moist,Medium,"Edible Glitter, Chocolate Shavings",Large,Budget,"Dairy, Gluten",1 Week
Round,Marble,5kg,Engagement,"Fondant, Nuts",Buttercream,Caramel,Regular,Pastel,"Chocolate Chips, Caramel Drizzle, Fruits",Single,Crispy,Medium,Fondant Figures,Small,Budget,None,Custom
Round,Marble,1.5kg,Wedding,"Fruits, Fondant, Mousse, Chocolate",Whipped Cream,Chocolate,Sugar-Free,Silver,"Nuts, Sprinkles, Marshmallows",Multi-Tier,Soft,Low,"Gold Leaf, Edible Glitter, Fondant Figures",Medium,Budget,"None, Dairy",1 Week
Heart,Carrot,3kg,Engagement,"Nuts, Chocolate",Buttercream,Fruit Compote,Eggless,Gold,Caramel Drizzle,Double,Crispy,Medium,Chocolate Shavings,Medium,Luxury,"Dairy, Soy",1 Week
Rectangle,Vanilla,3kg,Baby Shower,"Nuts, Ganache",Cream Cheese Frosting,Raspberry Mousse,Low-Carb,Pastel,Marshmallows,Double,Moist,Medium,"Edible Glitter, Piping Art, Candied Fruits",Party Size,Budget,"Dairy, Gluten",Custom
Tiered,Gluten-Free,4kg,Graduation,"Nuts, Cream Cheese, Chocolate, Buttercream, Fondant",Royal Icing,Fruit Compote,Eggless,Rainbow,"Chocolate Chips, Marshmallows",Single,Crispy,Extra Sweet,"Piping Art, Edible Glitter",Small,Budget,"Dairy, Gluten",1 Week
Heart,Gluten-Free,Custom,Festival,"Nuts, Caramel",Fondant,Fruit Compote,Low-Carb,Monochrome,Fruits,Multi-Tier,Crispy,Medium,"Piping Art, Chocolate Shavings, Fondant Figures",Large,Standard,"None, Dairy",3 Days
